Hierarchy,Title,Space,Releases (roll-up),Releases,Team (roll-up),Team,Assignee,Reporter,Sprint (roll-up),Sprint,Target start date,Target end date,Due date (roll-up),Due date,Story points (roll-up),Story points,Parent,Priority,Labels,Components,Work item key,Work item status,Goal,Goal status,Idea,Progress (%),Progress completed (sp),Progress remaining (sp),Progress (%) work item count (IC),To do IC,In progress IC,Done IC,Total IC,Start date (roll-up),Start date,MoSCoW,T-shirt Size,DA Team,SNOW reference no.,Business Dept,Estimate (T-shirt size),BusinessValue,Business unit
Epic,DMND0003639 AccountGB for Alfa,Data Office,,,DO - Vanguard,DO - Vanguard,Bindu Baddepudi,Sheldon Johnston,,,,,,,,1,Vanguard Demands (Data Office),Medium,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1035,Selected for Development,,,,0,0,1,0,2,0,0,2,,,,Small (< 2 weeks),NA,DMND0003639,Risk,,,
Epic,DMND0003644 Automation of Fraud Data Reports,Data Office,,,,DO - Vanguard,Bindu Baddepudi,Anette Hon,,,,,,,,1,Vanguard Demands (Data Office),Medium,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1242,Elaboration,,,,0,0,1,0,0,0,0,0,,,,X-Large (> 6 weeks),NA,DMND0003644,Risk,,,Risk Management
Epic,"DMND0003285 TFAL/AAAF (Lending Licence) field is MISSING in DIM.Customer, must be added",Data Office,,,,,,Sheldon Johnston,,,,,,,,1,IT and Data Office Demands,High,,"Squad Gemba, Squad COPS, BAU - Funding, Demands - BAU, DO Q4 Gemba Planning",DA-1126,Blocked,,,,50,1,1,100,0,0,1,1,,,Must Have,Small (< 2 weeks),NA,DMND0003285,IT,,,
Epic,DMND0003937 Pricing data migration to EDMP,Data Office,,,DO - MPD - Pricing and Analytics,DO - MPD - Pricing and Analytics,Philip Troop,Anette Hon,,,,,,,,,RFI Migration,Highest,Gemba,"Squad Gemba, Project - Funding, RFI Migration - CC, DO Q4 Gemba Planning, Squad MPD",DA-2033,Elaboration,,,,0,0,0,35.71,2,7,5,14,,,,Large (4 - 6 weeks),,DMND0003937,Dealer Distribution & Market & Partner,,,
Epic,DMND0003785 Changes to live_Semantic.Rfi_data_finance_application_view,Data Office,,,DO - MPD - Pricing and Analytics,DO - MPD - Pricing and Analytics,Asif Iftikhar,Sheldon Johnston,"RFI Migration Christmas Sprint, RFI Migration FY26 Q4 S3",,,,24-Feb-26,,1,1,RFI Migration,High,Gemba,"Squad Gemba, Project - Funding, RFI Migration - CC, Squad MPD",DA-66,Done,,,,50,1,1,0,2,1,0,3,19-Dec-25,,,Medium (2 - 4 weeks),NA,DMND0003785,Dealer Distribution & Market & Partner,,,
Epic,DMND0003896 KINTO vehicle best disposal timing predictive model,Data Office,,,DO - Vanguard,DO - Vanguard,David Qi,Anette Hon,,,,,,,3,,Vanguard Demands (Data Office),Medium,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning, DO FY27 Q1 Vanguard Planning",DA-1756,Elaboration,,,,0,0,3,0,5,0,0,5,,,Should Have,Large (4 - 6 weeks),,DMND0003896,Kinto,,,
Epic,DMND0003602 Data Science - KINTO Customer segment update,Data Office,,,"DO - COPS, DO - DataCruiser, DO - Vanguard",DO - Vanguard,Parul Oberai,Sheldon Johnston,"Vanguard FY26-Q4-S1, Vanguard FY26-Q4-S3, Vanguard FY26-Q4-S4, Vanguard FY26-Q4-S5, Vanguard Quarter 3 Sprint 5",,,,25-Mar-26,,9,1,Vanguard Demands (Data Office),High,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1108,In Progress,,,,70.97,22,9,53.85,4,2,7,13,25-Nov-25,,,Large (4 - 6 weeks),,DMND0003602,Kinto,,,
Epic,DMND0003660 Fleet receivable balances at contract level report,Data Office,,,,DO - DataCruiser,Philip Troop,Philip Troop,,,,,,,,,DataCruiser Demands (Data Office),High,,"Squad DataCruiser, DO Q4 DataCruiser Planning",DA-5071,Backlog,,,,0,0,0,0,0,0,0,0,,,Must Have,Medium (2 - 4 weeks),,DMND0003660,Corporate,,,Corporate Services
Epic,DMND0003989 sandpit_fleet YML Ingestion,Data Office,,,,DO - DataCruiser,Matthew Falia,Anette Hon,,,,,,,,,DataCruiser Demands (Data Office),Medium,DataCruiser,"Squad DataCruiser, BAU - Funding, Demands - BAU, DO Q4 DataCruiser Planning",DA-2308,Elaboration,,,,0,0,0,0,0,0,0,0,,,Should Have,Large (4 - 6 weeks),,DMND0003989,TFM,,,
Epic,DMND0003169 - Alchemy Post go live expiry date population,Data Office,,,DO - COPS,DO - COPS,,Sheldon Johnston,,,,,,,,1,COPS Customer Ops Perf Squad Demands,Lowest,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU",DA-1088,Backlog,,,,0,0,1,0,1,0,0,1,,,,Medium (2 - 4 weeks),NA,DMND0003169,,,,Operations
Epic,DMND0003289 New Kaizen portal reporting requirement,Data Office,,,,DO - Vanguard,,Sheldon Johnston,,,,,,,,1,Vanguard Demands (Data Office),High,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU",DA-1095,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Large (4 - 6 weeks),NA,DMND0003289,Strategy,,,
Epic,DMND0003690 - Enterprise Loyalty Metric - Lead/Lag Data Analysis,Data Office,,,,DO - COPS,,Sheldon Johnston,,,,,,,,1,COPS Customer Ops Perf Squad Demands,Lowest,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU",DA-1021,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Large (4 - 6 weeks),NA,DMND0003690,,,,Operations
Epic,DMND0003619 Monthly Losses Fix in EDMP,Data Office,,,,,,Anette Hon,,,,,,,,1,IT and Data Office Demands,Medium,,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1241,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Small (< 2 weeks),NA,DMND0003619,IT,,,
Epic,"DMND0003110 SPLIT Buildmaterial table in TWO • ARCHIVAL 2001-2021, and • CURRENT 2022-present",Data Office,,,,DO - Gemba,,Sheldon Johnston,,,,,,,,1,Validate accuracy of NVIC and VIN assigned to Quote/Application,High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1060,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Medium (2 - 4 weeks),NA,DMND0003110,Marketing,,,
Epic,DMND0003295 Integrate Google Analytics into Microsoft Azure platform via Incubeta (3rd party),Data Office,,,,DO - Gemba,,Sheldon Johnston,,,,,,,,1,Gemba Demands (Data Office),High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1091,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Large (4 - 6 weeks),NA,DMND0003295,Marketing,,,
Epic,DMND0003755 DIM.APPACC : Bureau utilised for credit decision,Data Office,,,,DO - Vanguard,,Sheldon Johnston,,,,,,,,1,Vanguard Demands (Data Office),Medium,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1075,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Small (< 2 weeks),NA,DMND0003755,Risk,,,
Epic,DMND0003379 Wholesale Stock Audit Score Dashboard,Data Office,,,,DO - Vanguard,,Anette Hon,,,,,,,,,Vanguard Demands (Data Office),Medium,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1723,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),,DMND0003379,Risk,,,
Epic,DMND0003882 Automate monthly RV extenal data upload,Data Office,,,DO - DataCruiser,DO - Vanguard,Bindu Baddepudi,Anette Hon,,,,,,,,,Vanguard Demands (Data Office),Medium,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1755,Elaboration,,,,0,0,0,0,1,0,0,1,,,,Medium (2 - 4 weeks),,DMND0003882,Risk,,,
Epic,DMND0003872 Pipeline to put NPS customer journey data and model into Production,Data Office,,,DO - Vanguard,DO - Vanguard,Alan Zhu,Anette Hon,"TFA Kanban Board, Vanguard FY26-Q4-S1, Vanguard FY26-Q4-S3, Vanguard FY26-Q4-S4, Vanguard FY26-Q4-S5",,,,25-Mar-26,,30,,Gemba Demands (Data Office),Medium,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, Data Science - Practice, DO Q4 Vanguard Planning",DA-1625,In Progress,,,,48.98,24,25,40,8,4,8,20,,,Should Have,,Data Science,DMND0003872,Dealer Distribution & Market & Partner,,,
Epic,DMND0003876 Migrate FinAvE R pipeline to DSci cluster in Databricks ,Data Office,,,,,,Anette Hon,,,,,,,,,IT and Data Office Demands,Medium,,"BAU - Funding, Demands - BAU",DA-1626,Backlog,,,,0,0,0,0,0,1,0,1,,,,,,DMND0003876,Data,,,
Epic,DMND0003878 CCR-MB RBP model Refresh,Data Office,,,"DO - Gemba, DO - DataCruiser",DO - Gemba,Chuhan Wu,Anette Hon,"DataCruiser FY26-Q4-S3, DataCruiser FY26-Q4-S4, Gemba FY26-Q4-IP, Gemba FY26-Q4-S3, Gemba FY26-Q4-S4, Gemba FY26-Q4-S5, Gemba FY27-Q1-S1",,,,15-Apr-26,,42,,Comprehensive Credit Reporting & Multi Bureau (CCR-MB),Medium,Gemba,"Squad Gemba, Project - Funding, CCRMB 100 - CC, BI & Analytics - Practice, DO Q4 Gemba Planning",DA-1628,Backlog,,,,77.32,75,22,71.43,9,1,25,35,12-Feb-26,,Must Have,Medium (2 - 4 weeks),,DMND0003878,Data,,,
Epic,DMND0002981 New 'Retail Vehicle Sale' Flag in Vehicle Sales Data,Data Office,,,,DO - Gemba,Anette Hon,Sheldon Johnston,,,,,,,,1,Preferred Enterprise Dataset - Vehicle Canonical,Medium,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1028,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Small (< 2 weeks),NA,DMND0002981,Dealer Distribution & Market & Partner,,,
Epic,"DMND0003902 Technology Risk, Issue, Compliance and Policies Dashboard",Data Office,,,,DO - Vanguard,,Anette Hon,,,,,,,,,IT and Data Office Demands,High,,"BAU - Funding, Demands - BAU",DA-1777,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),,DMND0003902,IT,,,
Epic,DMND0003068 Merge Business Manager data from all sources into mdm.Agent and DIM.Agent,Data Office,,,DO - COPS,DO - COPS,,Sheldon Johnston,,,,,,,,,IT and Data Office Demands,Medium,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU",DA-1070,Elaboration,,,,0,0,0,0,2,0,0,2,,,,Medium (2 - 4 weeks),,DMND0003068,IT,,,
Epic,DMND0003491 ADICA Insurance Customer Data Ingestion,Data Office,,,,,Daniel Wade,Sheldon Johnston,,,,,,,1,1,IT and Data Office Demands,Highest,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1064,Blocked,,,,0,0,2,0,1,0,0,1,,,,Large (4 - 6 weeks),NA,DMND0003491,Data,,,
Epic,DMND0004016 Add missing fields for EWI product in tfaap_dim_insurance,Data Office,,,,,,Sheldon Johnston,,,,,,,,1,IT and Data Office Demands,High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1085,Backlog,,,,0,0,1,0,0,0,0,0,,,,Small (< 2 weeks),NA,DMND0004016,IT,,,
Epic,DMND0003967 Wrong Repayment Frequency in TFAAP.DIM.Application (PRB0042016),Data Office,,,,DO - COPS,,Sheldon Johnston,,,,,,,,1,IT and Data Office Demands,Medium,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU",DA-1106,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Small (< 2 weeks),NA,DMND0003967,Data,,,
Epic,DMND0003293 - DocIntel deletion,Data Office,,,,,Asif Iftikhar,Sheldon Johnston,,,,,,,,1,,Lowest,Engineering,,DA-1073,Backlog,,,,0,0,1,0,0,0,0,0,,,,Large (4 - 6 weeks),Data Architecture,,,,,Operations
Epic,DMND0003134 KINTO Customer Segmentation - Data Science Model,Data Office,,,,DO - Vanguard,,Sheldon Johnston,,,,,,,,1,Kinto,Medium,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU",DA-1077,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Small (< 2 weeks),NA,DMND0003134,Data,,,
Epic,Transition work due to UC upgrade,Data Office,,,,DO - Data Science Practice,,Kevin Cheng,,,,,,,,,,Medium,,DO Q4 Data Science Practice Planning,DA-3994,Backlog,,,,0,0,0,0,0,0,0,0,,,Must Have,,,,,,,
Epic,Transition work from AUPAnalytics02 decommissioning,Data Office,,,,DO - Data Science Practice,,Kevin Cheng,,,,,,,,,Legacy Decommissioning (SAS & AUPANALYTICS02),Medium,,DO Q4 Data Science Practice Planning,DA-4191,Backlog,,,,0,0,0,0,0,0,0,0,,,Must Have,,,,,,,
Epic,DMND0002969 Finance paid out report to ADICA,Data Office,,,,DO - Gemba,,Sheldon Johnston,,,,,,,,1,Gemba Demands (Data Office),High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1058,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Large (4 - 6 weeks),NA,DMND0002969,Dealer Distribution & Market & Partner,,,
Epic,DMND0003329 Pega-EDMP Reporting Enhancement Initiative,Data Office,,,,,,Sheldon Johnston,,,,,,,,1,IT and Data Office Demands,Medium,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1081,Elaboration,,,,0,0,1,0,0,0,0,0,,,,X-Large (> 6 weeks),NA,DMND0003329,IT,,,
Epic,DMND0003783 OneToyota Onboarding CRM Campaign,Data Office,,,,DO - Gemba,,Sheldon Johnston,,,,,,,,1,Gemba Demands (Data Office),Medium,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1087,Backlog,,,,0,0,1,0,0,0,0,0,,,,,NA,DMND0003783,Dealer Distribution & Market & Partner,,,
Epic,OPEX Review- Annual BAU,Data Office,,,DO - Vanguard,DO - Vanguard,Alan Zhu,Parul Oberai,"Vanguard FY26-Q4-S1, Vanguard FY26-Q4-S3, Vanguard FY26-Q4-S4, Vanguard Quarter 3 Sprint 5",TFA Kanban Board [COMPLETED],,,,,6,1,Data Science BAU Work,Medium,"BAU, DataScience, Vanguard","Squad Vanguard, BAU - Funding, Data Science - Practice, Other - BAU, DO FY27 Q1 Vanguard Planning",DA-145,Backlog,,,,77.27,17,5,70,3,0,7,10,,1-Jul-24,Must Have,,Data Science,,,,,
Epic,Data Integrity for RBP,Data Office,,,,DO - Data Science Practice,Alan Zhu,Parul Oberai,,TFA Kanban Board [COMPLETED],,,,,,1,Comprehensive Credit Reporting & Multi Bureau (CCR-MB),Medium,"DataScience, Vanguard, Hoshin","Squad Gemba, Project - Funding, CCRMB 100 - CC, BI & Analytics - Practice, DO Q4 Gemba Planning",DA-172,Backlog,,,,83.33,5,1,66.67,1,0,2,3,,1-Apr-24,Must Have,,Data Science,,,,,
Epic,DMND0003877 RBP model simplification/redevelopment,Data Office,,,"DO - Gemba, DO - Data Science Practice",DO - Data Science Practice,Parul Oberai,Chuhan Wu,"Gemba FY26-Q4-S3, Gemba FY27-Q1-S1, Gemba FY27-Q1-S2, Gemba Q3S6",Gemba Q3S6 [COMPLETED] + Gemba Q3S5 [COMPLETED],,,,19-Dec-25,18,,IT and Data Office Demands,Medium,"Gemba, DataScience","Squad Gemba, BAU - Funding, Demands - BAU, Data Science - Practice, DO Q4 Gemba Planning, DO Q4 Data Science Practice Planning",DA-3040,In Progress,,,,68.97,20,9,71.43,2,0,5,7,,26-Nov-25,Must Have,X-Large (> 6 weeks),Data Science,DMND0003877,Data,,,Data Office
Epic,Customer 360 - single customer analytics & insights view – POC view for customer loyalty and growth initiatives,Data Office,,,DO - COPS,DO - Data Science Practice,Kevin Cheng,David Qi,"COPS FY26-Q4-S2, COPS FY26-Q4-S3, COPS FY26-Q4-S4, COPS FY26-Q4-S5, COPS FY27-Q1-S2, COPS Practice Sprint",,,,29-Apr-26,,138,,Data Domain Continuous Delivery Features,High,COPS,"Squad COPS, Domain - Funding, Data Science - Practice, DO Q4 COPS Planning, DO Q4 Data Science Practice Planning",DA-1683,In Progress,,,,57.89,143,104,64.91,19,1,37,57,11-Sep-25,,Must Have,,Data Science,,,,,
Epic,HOSHIN: ML Flow Environment and Release,Data Office,,,"DO - COPS, DO - Vanguard",DO - Data Science Practice,David Qi,Anette Hon,"COPS Practice Sprint, Vanguard FY26-Q4-S3, Vanguard FY26-Q4-S4, Vanguard FY26-Q4-S5",,,,25-Mar-26,,8,,HOSHIN: Environment Standards & Release Process,Medium,,"Squad COPS, BAU - Funding, DO Q4 Data Science Practice Planning, Hoshin, Other - BAU",DA-2320,In Progress,,,,70,14,6,33.33,4,2,3,9,11-Sep-25,,Should Have,,,,,,,
Epic,Data Academy- Hoshin- FY 26,Data Office,,,DO - Gemba,DO - Data Science Practice,Parul Oberai,Parul Oberai,"DataCruiser FY26-Q4-S3, Gemba FY26-Q4-S5, Gemba Q3S3.1, Gemba Q3S4, Gemba Q3S5, Gemba Q3S6",TFA Kanban Board [COMPLETED],,,,31-Mar-25,13,5,IT and Data Office Demands,Medium,DataScience,"Squad Gemba, Data Science - Practice",DA-107,In Progress,,,,0,0,18,0,0,1,0,1,,,Should Have,,Data Science,,,,,
Epic,HOSHIN: AI and Gen-AI Environment and Release,Data Office,,,,DO - Data Science Practice,Chuhan Wu,David Qi,Gemba FY26-Q4-IP,,,,31-Mar-26,,3,,HOSHIN: Environment Standards & Release Process,Medium,"Gemba, DataScience","Squad Gemba, BAU - Funding, Data Science - Practice, DO Q4 Data Science Practice Planning, Hoshin",DA-2893,Backlog,,,,50,3,3,60,2,0,3,5,25-Mar-26,,Should Have,,Data Science,,,,,
Epic,DMND0003532 - POQ data solution for Operations,Data Office,,,DO - COPS,DO - COPS,,David Qi,,TFA Kanban Board [COMPLETED],,,,,2,1,COPS Customer Ops Perf Squad Demands,Lowest,"COPS, DataScience","Squad COPS, BAU - Funding, Demands - BAU, Data Science - Practice",DA-234,Selected for Development,,,,0,0,3,0,5,0,0,5,,20-Aug-24,,Medium (2 - 4 weeks),Data Science,DMND0003532,,,,Operations
Epic,DMND0003259 - Hardship Operational Reporting validation,Data Office,,,DO - COPS,DO - COPS,Sean Murray,Sheldon Johnston,COPS Practice Sprint,,,,28-Sep-25,,8,1,Hardship including CMT Remediation,Lowest,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU, DO Q4 COPS Planning",DA-1043,Selected for Development,,,,18.18,2,9,33.33,6,0,3,9,,,,Medium (2 - 4 weeks),NA,DMND0003259,,,,Operations
Epic,Identifying same customer across systems (Securitisation Phase 2),Data Office,,,DO - Vanguard,DO - Vanguard,Jyothi Bodasakurti,Ian Pang,Vanguard Quarter 3 Sprint 2,,,,,23-Sep-25,13,1,Securitisation Project (Data Office),Medium,Vanguard,"Squad Vanguard, Domain - Funding, Continuous Delivery (Data Dom) - CC",DA-1236,Selected for Development,,,,0,0,14,0,3,0,0,3,,17-Aug-25,,,NA,,,,,
Epic,DMND0003784 Map Identification from Quantum to EDMP,Data Office,,,,DO - Vanguard,,Sheldon Johnston,,,,,,,,1,Vanguard Demands (Data Office),Medium,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU",DA-1103,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Medium (2 - 4 weeks),NA,DMND0003784,Risk,,,
Epic,DMND0001729 BranchCode missing from Pega-sourced Application data,Data Office,,,,DO - Vanguard,,Sheldon Johnston,,,,,,,,1,IT and Data Office Demands,Medium,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU",DA-1135,Blocked,,,,0,0,1,0,0,0,0,0,,,,Medium (2 - 4 weeks),NA,DMND0001729,IT,,,
Epic,DMND0003677 - Update tfaap_dim_agentqueueworkattributes,Data Office,,,,DO - COPS,,Sheldon Johnston,,,,,,,,1,COPS Customer Ops Perf Squad Demands,Lowest,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU",DA-1026,Backlog,,,,0,0,1,0,0,0,0,0,,,,,NA,DMND0003677,,,,Operations
Epic,DMND0003685 - NPS Welcome data,Data Office,,,,DO - COPS,,Sheldon Johnston,,,,,,,,1,COPS Customer Ops Perf Squad Demands,Lowest,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU",DA-1025,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Medium (2 - 4 weeks),NA,DMND0003685,,,,Operations
Epic,DMND0003704 Reporting for Contact Centre following CCTS,Data Office,,,,DO - COPS,Pascal Marcello,Sheldon Johnston,,,,,,,,1,IT and Data Office Demands,Medium,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU, BI & Analytics - Practice",DA-1072,Backlog,,,,0,0,1,0,0,0,0,0,,,,,BI Reporting,DMND0003704,IT,,,
Epic,Platform: General Cleanup (placeholder / reoccuring),Data Office,,,,DO - Platform Practice,Nigel Leslie,Nigel Leslie,,,,,,,,,Incidents & Service Requests,Medium,Platform,"Squad Vanguard, BAU - Funding, Platform - Practice, DO Q4 Platform Practice Planning, Other - BAU",DA-1511,Backlog,,,,0,0,0,0,0,0,0,0,,,,,Platform,,,,,
Epic,DMND0003729 - Fee Waiver/Reversal Reporting ,Data Office,,,,DO - COPS,,Sheldon Johnston,,,,,,,,1,COPS Customer Ops Perf Squad Demands,Lowest,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU",DA-1083,Backlog,,,,0,0,1,0,0,0,0,0,,,,,NA,DMND0003729,,,,Operations
Epic,"DMND0003751 WFM Forecast: Headcount, FTE and Mediatype changes and improvements",Data Office,,,,DO - COPS,,Sheldon Johnston,,,,,,,,1,COPS Customer Ops Perf Squad Demands,Medium,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU",DA-1052,Backlog,,,,0,0,1,0,0,0,0,0,,,,,NA,DMND0003751,Operations,,,
Epic,DocIntel - Data Sharing and Specification,Data Office,,,DO - Architecture Practice,DO - Architecture Practice,Len Asprey,Sean Murray,,,,,,,,,DOCINTEL Collections and Libraries,Medium,"DGC, DocIntel","BAU - Funding, Governance - Practice, DO Q4 Architecture Practice Planning, Other - BAU",DA-1592,In Progress,,,,100,1,0,66.67,0,1,2,3,,,,Small (< 2 weeks),Data Architecture,,,,,
Epic,DocIntel - Data Sharing Agreements,Data Office,,,,DO - Architecture Practice,,Len Asprey,,,,,,,1,1,Document Management,Medium,,"BAU - Funding, Governance - Practice, Other - BAU",DA-98,Selected for Development,,,,0,0,2,0,0,1,0,1,,,,,NA,,,,,
Epic,AI Governance- Hoshin,Data Office,,,,DO - Gemba,Chuhan Wu,Chuhan Wu,,TFA Kanban Board [COMPLETED],,,,5-Sep-25,,1,Data Science BAU Work,Lowest,"parked, Gemba, DataScience","Squad Gemba, BAU - Funding, Data Science - Practice, Hoshin, Other - BAU",DA-222,Selected for Development,,,,50,1,1,100,0,0,1,1,,8-Dec-22,,,Data Science,,,,,
Epic,Streamline BAU (RBP reporting),Data Office,,,,DO - Vanguard,Alan Zhu,Alan Zhu,,,,,,,,,Data Science BAU Work,Medium,"DataScience, Vanguard","Squad Vanguard, BAU - Funding, Data Science - Practice, Other - BAU",DA-1549,Backlog,,,,0,0,0,0,0,0,0,0,,,Wont Have,,Data Science,,,,,
Epic,"DMND0003844 SAS Migration: ECL Scripts for Retail, Fleet and Wholesale",Data Office,,,,DO - Vanguard,,Anette Hon,,,,,,,,,Vanguard Demands (Data Office),Medium,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1582,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Large (4 - 6 weeks),NA,DMND0003844,Risk,,,
Epic,DMND0003847 EDMP Performance Enhancement for ControlDB Pipeline,Data Office,,,,,,Anette Hon,,,,,,,,,IT and Data Office Demands,Medium,,"BAU - Funding, Demands - BAU",DA-1583,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Small (< 2 weeks),NA,DMND0003847,Data,,,
Epic,DMND0003848 Include Insurance Customer ,Data Office,,,,,,Anette Hon,,,,,,,,,IT and Data Office Demands,Medium,,"BAU - Funding, Demands - BAU",DA-1584,Backlog,,,,0,0,0,0,0,0,0,0,,,,,NA,DMND0003848,IT,,,
Epic,Data Management Standards and Policies,Data Office,,,DO - Architecture Practice,DO - Architecture Practice,Len Asprey,Sean Murray,,,,,31-Oct-25,,4,,Data Governance,Medium,,"BAU - Funding, Governance - Practice, Other - BAU",DA-1587,Backlog,,,,42.86,3,4,33.33,6,2,4,12,,,,,Data Architecture,,,,,
Epic,Data Management Working Group,Data Office,,,"Data Office, DO - Architecture Practice",DO - Architecture Practice,Len Asprey,Sean Murray,,,,,,,2,,Data Governance,Medium,,"BAU - Funding, Governance - Practice, Other - BAU",DA-1588,Backlog,,,,75,3,1,75,1,0,3,4,,,,,Data Architecture,,,,,
Epic,Data Management - Data Sharing Rules,Data Office,,,DO - Architecture Practice,DO - Architecture Practice,Len Asprey,Sean Murray,,,,,,,3,,Data Governance,Medium,,"BAU - Funding, Governance - Practice, Other - BAU",DA-1589,Backlog,,,,0,0,3,0,2,1,0,3,,,,,Data Architecture,,,,,
Epic,Data Management Frameworks,Data Office,,,DO - Architecture Practice,DO - Architecture Practice,,Sean Murray,,,,,,,1,,Data Governance,Medium,,"BAU - Funding, Data Architecture - Practice, Other - BAU",DA-1590,Backlog,,,,50,1,1,50,1,0,1,2,,,,,Data Architecture,,,,,
Epic,Securitisation Data Model and Specification,Data Office,,,,,,Sean Murray,,,,,,,1,,Securitisation Project (Data Office),Medium,,"Domain - Funding, Continuous Delivery (Data Dom) - CC, Data Architecture - Practice",DA-1591,Backlog,,,,0,0,1,0,1,0,0,1,,,,,Data Architecture,,,,,
Epic,PRB0042487 Delay in applications as a result of missing data from Experian. ,Data Office,,,DO - COPS,DO - COPS,Jyothi Bodasakurti,Anette Hon,"COPS FY26-Q4-S4, COPS FY26-Q4-S5",,,,25-Mar-26,,5,,Data Office Problem Tickets,Medium,"Gemba, Problem","Squad COPS, BAU - Funding, Incidents - BAU, DO FY27 Q1 Engineering Practice Planning",DA-1672,Elaboration,,,,0,0,5,0,0,1,0,1,26-Feb-26,,Must Have,,,PRB0042487,,,,
Epic,PRB0042488 Application output from Azure EDM is not reflecting incoming application amount from Experian. ,Data Office,,,,DO - Engineering Practice,Atul Sharma,Anette Hon,,,,,,,,,Data Office Problem Tickets,Medium,Problem,"BAU - Funding, Incidents - BAU",DA-1673,Elaboration,,,,0,0,0,0,0,0,0,0,,,Wont Have,,,PRB0042488,,,,
Epic,"PRB0042664 There are duplicates in the dimensions- dim.AppAuditDetails, dim.Quote, dim.Quoteapplicant. ",Data Office,,,,DO - Engineering Practice,Bhagyashree Shirvalkar,Anette Hon,,,,,,,,,Data Office Problem Tickets,Medium,Problem,"Squad COPS, BAU - Funding, Incidents - BAU, DO FY27 Q1 Engineering Practice Planning",DA-1674,Elaboration,,,,0,0,0,0,0,0,0,0,,,Must Have,,,PRB0042664,Data,,,
Epic,PRB0043046 QuantumLoadStagingTablesFromBIXExtract job is running for long time without progress,Data Office,,,,DO - Engineering Practice,Atul Sharma,Anette Hon,,,,,,,,,Data Office Problem Tickets,Medium,Problem,"BAU - Funding, Incidents - BAU",DA-1677,Elaboration,,,,0,0,0,0,0,0,0,0,,,Wont Have,,,PRB0043046,,,,
